Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°),Start Time(s),X(°),Y(°)
918.0,37.228267266531475,317.7069352348335,918.0,32.50234095216729,326.50079125678167,918.0,32.541635872097686,326.9819923080504,918.0,47.58290675270837,326.5275806821883,918.0,43.14105713565368,321.90758606931195,918.0,41.11239606689196,327.5114066004753
919.0,37.274162687244825,318.74272974813357,919.0,32.53615363535937,327.314592726063,919.0,30.933019701275043,327.15878871968016,919.0,47.090666379081085,327.73933269036934,919.0,41.84151444584131,324.34437986742705,919.0,41.442486828542314,328.4964373209514
920.0,36.89513443945907,319.7715200833045,920.0,32.64561018231325,328.3144692336209,920.0,29.048940694890916,327.81159837637097,920.0,46.86231523368042,329.1772286314517,920.0,40.59101364179514,326.6710852649994,920.0,41.604334131698124,329.18296960834414
921.0,36.260035604937,321.05484905140474,921.0,32.85193054820411,329.16807977482677,921.0,27.78168560587801,328.2897469368763,921.0,46.54258279723581,330.428789997939,921.0,39.55393886589445,328.46530698565766,921.0,42.01616019173525,329.98451944161206
922.0,35.82678850379307,322.5078506022692,922.0,33.07581622200087,329.9110829355195,922.0,27.021088946145028,328.5914183813147,922.0,46.21076753363013,331.45835831109434,922.0,39.346809193259105,329.57086204970255,922.0,42.28695428848732,330.7467789067887
923.0,35.17717040074058,323.7170090097934,923.0,33.24040508759208,330.4313148576766,923.0,26.53585599246435,329.37818186637014,923.0,46.021202657488175,332.4533058893867,923.0,39.129728765110485,330.32507946994156,923.0,42.20054949470796,332.1685319272801
924.0,34.829618296353146,324.7463182476349,924.0,32.957936960388906,331.33231716323644,924.0,25.879638087935746,330.0327473944053,924.0,45.801380335818976,333.3738234038465,924.0,38.917521559633315,330.7836520806886,924.0,42.15892169228755,333.7388856364414
925.0,34.327428333926946,325.60673317546025,925.0,32.78928890253883,332.0134017262608,925.0,24.870890010613948,330.1085350383073,925.0,45.50378240214195,334.2376103904098,925.0,38.970726590487175,331.37597938720137,925.0,41.91178762901109,335.36130025144666
926.0,33.95175087801181,326.4322677999735,926.0,32.90270474937279,332.77306682942435,926.0,23.319538444513455,329.6763433953747,926.0,45.42499207111541,335.1974183609709,926.0,39.587449888000265,332.16242375364527,926.0,41.62109499599319,336.76120300218463
927.0,33.73436613904778,327.20496312342584,927.0,33.29422481963411,333.8515239120461,927.0,22.32256904337555,329.99260209314525,927.0,45.17887217353564,335.8032944081351,927.0,40.49831983586773,333.24944196175784,927.0,41.30136328598019,338.0127644953318
928.0,33.57749649579637,328.1265184888616,928.0,33.3113857380813,334.72049937816337,928.0,21.722397081903182,330.11208983976394,928.0,44.91884193464648,336.2980442219414,928.0,41.15768779767677,334.3138317177072,928.0,40.891468531568535,339.0040802550502
